terms,freq,cluster,tsne_1,tsne_2,modele
green infrastructure project,3.9514977927085724,113,0.70807856,5.1522994,nmf_kullback
stakeholder engagement,3.9294598635252234,113,2.3993635,4.1345563,nmf_kullback
community member,3.709753069755389,113,2.0121136,3.4939182,nmf_kullback
local business,3.3608130502883373,113,-0.2723345,1.6434124,nmf_kullback
green roof,3.0778477422597383,113,0.7873914,2.2494383,nmf_kullback
plan implementation,2.9873307235484785,113,2.2001884,4.4708004,nmf_kullback
solid waste,21.48712783427582,114,2.6385586,1.3231478,nmf_kullback
food waste,10.340462744464896,114,2.7053337,1.0891854,nmf_kullback
waste diversion,7.707011105277043,114,2.6262815,1.4532936,nmf_kullback
waste management,6.981077188592829,114,2.7015781,4.3035674,nmf_kullback
recycling composting,6.424258475287714,114,2.677224,1.0577556,nmf_kullback
green building,6.381799006386262,114,0.1449201,0.6859394,nmf_kullback
metric ton,5.907565775524238,114,2.1447937,2.5416265,nmf_kullback
waste recycling,5.683998672953557,114,2.779688,0.9860456,nmf_kullback
organic waste,5.193600454269379,114,2.6740983,1.1970413,nmf_kullback
waste collection,4.963354923723536,114,2.682535,1.3256003,nmf_kullback
yard waste,4.785905059225978,114,2.5913615,1.2988604,nmf_kullback
waste reduction,4.631373808009511,114,2.9352288,1.5614158,nmf_kullback
pump station,4.547485720155535,114,2.658083,3.290959,nmf_kullback
single use,4.395815926390289,114,1.1378601,2.1118946,nmf_kullback
diversion rate,4.030613918715872,114,2.1701689,1.9385315,nmf_kullback
water supply,40.311249256082775,117,1.6478684,0.17028078,nmf_kullback
water conservation,25.50148620908237,117,1.7219417,0.4756189,nmf_kullback
water use,20.777619198801307,117,1.6324667,0.12723126,nmf_kullback
water quality,19.736133949969044,117,1.5370973,0.5076684,nmf_kullback
long term,15.208581633296529,117,1.2773373,3.1200764,nmf_kullback
storm water,14.736329650852133,117,1.5288633,-0.010911389,nmf_kullback
stormwater management,14.715322277015447,117,1.3506337,5.1028748,nmf_kullback
treatment plant,13.717958219391672,117,1.7313929,1.629764,nmf_kullback
water treatment,10.96083808872407,117,1.7113432,0.6230599,nmf_kullback
wastewater treatment,10.633895772901404,117,1.907882,1.1365389,nmf_kullback
conservation plan,10.233932165407891,117,1.9494125,4.0331297,nmf_kullback
drinking water,9.725817192583618,117,1.5964594,0.4740454,nmf_kullback
lead streetlight,9.159110156400256,117,1.5474707,2.386874,nmf_kullback
water resource,8.141439591579433,117,1.6410369,0.2992477,nmf_kullback
surface water,7.974271259707374,117,1.5693282,0.22439726,nmf_kullback
extreme heat,24.59373653622042,125,-0.3739521,3.6849222,nmf_kullback
vulnerable population,12.342447726315726,125,-0.27263772,3.4031491,nmf_kullback
heat wave,10.788825789581288,125,-0.27469543,3.289326,nmf_kullback
resilience hub,7.6946777675484785,125,1.3809509,5.0066953,nmf_kullback
heat day,6.873367401342226,125,-0.44939047,3.3289537,nmf_kullback
bear disease,6.6470789779797,125,0.31468716,3.4231527,nmf_kullback
specify year,6.379123822182813,125,1.3869238,3.224067,nmf_kullback
public health,6.3299427995676405,125,1.3177955,3.3887239,nmf_kullback
vector bear,6.11687515447177,125,1.1577635,3.1281738,nmf_kullback
emergency management,6.0041707546028995,125,2.5603802,4.446337,nmf_kullback
municipal operation,5.870976524715051,125,2.3977199,3.2131999,nmf_kullback
extreme heat day,5.843343894240081,125,0.030321214,3.552692,nmf_kullback
local utility,5.515729127269076,125,1.4224967,1.866073,nmf_kullback
vector bear disease,5.414144703587197,125,0.8159697,3.269609,nmf_kullback
climate change,5.039769506374208,125,2.514393,5.967096,nmf_kullback
electric vehicle,29.639663467567587,128,3.392278,2.7245781,nmf_kullback
charging station,14.435643458002613,128,2.7213156,3.2153811,nmf_kullback
electric bus,11.033651091074052,128,3.4230714,2.7802813,nmf_kullback
vehicle charge,10.287691756789478,128,2.8579552,2.6718893,nmf_kullback
charge infrastructure,9.196401379176061,128,0.51838684,5.5426865,nmf_kullback
electric vehicle charge,9.034754046363963,128,3.0728612,2.7570326,nmf_kullback
bike share,9.000407814686412,128,2.1152744,2.730732,nmf_kullback
affordable housing,7.540996242395116,128,0.054261588,2.1797826,nmf_kullback
flood risk,7.266023507479879,128,-0.2957742,4.68879,nmf_kullback
infrastructure improvement,7.246020637982161,128,0.63197905,5.402788,nmf_kullback
charge station,6.865471004312428,128,2.78116,3.2495615,nmf_kullback
mile travel,6.597493949768384,128,1.7777185,2.5460181,nmf_kullback
cool center,6.564120188144776,128,1.0859842,2.6051123,nmf_kullback
vehicle mile,5.916316819344974,128,2.791566,2.5414228,nmf_kullback
vehicle mile travel,5.837077716165882,128,2.3363204,2.5326993,nmf_kullback
renewable energy,57.1442098209321,132,4.1925364,3.478992,nmf_kullback
energy efficiency,45.08206308747217,132,4.156613,3.714199,nmf_kullback
energy use,21.366512045553897,132,4.1281123,3.6459105,nmf_kullback
clean energy,17.09255703780886,132,3.9611409,3.5951712,nmf_kullback
reduce energy,12.699985319183387,132,3.8182697,3.6550963,nmf_kullback
public private,10.207148255719177,132,1.8532169,3.272681,nmf_kullback
community choice,9.472030053498916,132,1.9786968,3.3701286,nmf_kullback
renewable electri,8.726057896658899,132,3.9831476,3.0298426,nmf_kullback
solar project,8.676485192477353,132,3.283508,4.4738884,nmf_kullback
solar energy,8.076059227057243,132,4.2576647,3.7032304,nmf_kullback
flood mapping,8.008189424536626,132,0.07889402,4.4126596,nmf_kullback
reduce energy use,7.993939664657096,132,3.5175433,3.501839,nmf_kullback
energy consumption,7.218364876840525,132,3.7774386,3.3487742,nmf_kullback
efficiency program,7.174524003831875,132,-0.30221382,1.3947387,nmf_kullback
energy action,7.065658488983472,132,3.9424777,3.701899,nmf_kullback
low income,23.282323834542616,133,-0.19228928,2.3451395,nmf_kullback
open space,19.52350675492777,133,1.0752999,2.7646954,nmf_kullback
farmer market,16.907519764051184,133,0.4513584,2.2233543,nmf_kullback
fruit vegetable,8.448766253191623,133,0.83868754,2.5068548,nmf_kullback
local food,8.069503998567058,133,0.35892484,2.0447242,nmf_kullback
community garden,7.245499175407473,133,1.8385267,3.372403,nmf_kullback
defensible space,6.396786402629385,133,1.1316458,2.9202306,nmf_kullback
healthy food,5.678771651641941,133,-0.54859036,2.2928624,nmf_kullback
urban agriculture,5.356877396199501,133,0.6872508,2.7845979,nmf_kullback
income resident,5.336188042795318,133,-0.37952766,2.1544495,nmf_kullback
low income resident,4.420771943865098,133,-0.10260555,2.2361042,nmf_kullback
income household,4.063661898008126,133,0.18111141,2.3276587,nmf_kullback
income population,3.9633863570073187,133,-0.3851299,2.6935668,nmf_kullback
low income population,3.870563721810931,133,-0.055232815,2.6675644,nmf_kullback
cost living,3.856014490925158,133,0.767317,2.5796938,nmf_kullback
action plan,85.60377544769668,134,2.2859004,4.9701157,nmf_kullback
climate action,73.0572128375944,134,2.5021908,5.707373,nmf_kullback
climate change,63.243153603707775,134,2.5153708,5.9688807,nmf_kullback
climate action plan,51.25652313273434,134,2.2902012,5.220704,nmf_kullback
mitigation plan,33.02155154723599,134,1.8413419,4.6981874,nmf_kullback
vulnerability assessment,31.433102942618007,134,0.8511911,4.535755,nmf_kullback
management plan,30.74305103557645,134,2.3430216,4.5557094,nmf_kullback
hazard mitigation,27.503050046414458,134,1.6005627,4.7016597,nmf_kullback
master plan,26.140123390693937,134,2.003317,4.5219693,nmf_kullback
hazard mitigation plan,24.696724695044068,134,1.6857251,4.537943,nmf_kullback
plan update,18.127645481363857,134,2.20293,4.713265,nmf_kullback
land use,17.775953868394463,134,0.9768798,2.7618225,nmf_kullback
comprehensive plan,15.460434476796294,134,1.9783387,4.4344025,nmf_kullback
adaptation plan,14.246554803454666,134,1.863541,4.8761096,nmf_kullback
general plan,13.902708732365333,134,1.9927334,4.170748,nmf_kullback
tree canopy,27.426746161542177,135,0.27122083,3.2072575,nmf_kullback
air quality,20.622593200067154,135,1.3694037,1.9944336,nmf_kullback
tree planting,7.842700581085413,135,0.3826198,3.1648023,nmf_kullback
urban tree,5.80289244138218,135,0.34267232,3.123368,nmf_kullback
tree plant,4.912432352317915,135,0.28496063,3.176804,nmf_kullback
improve air quality,4.674976047919362,135,1.407207,2.3113043,nmf_kullback
improve air,4.639870704044781,135,1.5127298,2.0981617,nmf_kullback
increase tree,4.639555557805396,135,-0.46569633,3.266067,nmf_kullback
urban tree canopy,4.4771878870964885,135,0.64229774,3.111125,nmf_kullback
increase tree canopy,4.341240022186964,135,0.18408988,3.1966808,nmf_kullback
forest fire,4.227488697678385,135,0.7248005,3.2434866,nmf_kullback
poor air,3.6786162684718082,135,1.2116569,2.7598007,nmf_kullback
poor air quality,3.5426371323945487,135,1.2954481,2.4711645,nmf_kullback
canopy coverage,3.5131044679145313,135,1.1316668,3.0028605,nmf_kullback
reduce urban,3.2344933082960954,135,-1.0207478,2.8820765,nmf_kullback
natural gas,32.5613441049039,136,1.161558,2.7857401,nmf_kullback
commercial building,16.35502738475306,136,0.36268306,0.90084153,nmf_kullback
residential commercial,11.340672728713239,136,0.40618238,1.3261282,nmf_kullback
include commercial,10.197196558448473,136,0.7446675,1.4726568,nmf_kullback
building code,9.426765747439365,136,0.16107136,0.64203465,nmf_kullback
fuel oil,8.078581879125966,136,2.3360765,2.3888385,nmf_kullback
building facility,7.897904624567836,136,0.3097307,0.7201085,nmf_kullback
commercial industrial,6.779197193255743,136,0.8173949,1.4096894,nmf_kullback
include commercial building,6.668108578005749,136,0.5910317,1.2879387,nmf_kullback
property damage,6.630179072877125,136,-0.6146291,4.3561788,nmf_kullback
infrastructure damage,6.217595950649958,136,0.38432676,5.5224805,nmf_kullback
square foot,5.774105346951094,136,1.0279472,2.0278823,nmf_kullback
municipal building,5.659452878379058,136,0.34978926,0.8462632,nmf_kullback
commercial building facility,5.285516135122578,136,0.6006544,1.1743736,nmf_kullback
fugitive emission,4.987572707942888,136,3.3252113,2.0171025,nmf_kullback
greenhouse gas,36.795665785847135,137,1.9980979,2.3302693,nmf_kullback
ghg emission,32.671755806011774,137,3.747867,1.8181349,nmf_kullback
emission inventory,31.652448070632882,137,4.0819416,1.685316,nmf_kullback
emission reduction,30.57004860304366,137,3.5293014,1.8565454,nmf_kullback
ghg inventory,29.906793877193316,137,4.275435,1.6334401,nmf_kullback
gas emission,24.948267562540387,137,3.73473,1.8218805,nmf_kullback
local government,22.678262644913367,137,1.9081959,3.0323071,nmf_kullback
greenhouse gas emission,22.490279617086266,137,2.9852333,2.128633,nmf_kullback
emission factor,21.880280046812626,137,3.6806977,1.8675673,nmf_kullback
gas inventory,21.826225030840536,137,4.2463937,1.6286361,nmf_kullback
adaptation plan,19.353200130884723,137,1.8634735,4.8755536,nmf_kullback
inventory report,18.34398834234373,137,4.268999,1.6425052,nmf_kullback
community protocol,18.230634487769873,137,1.995762,3.3650517,nmf_kullback
scope emission,16.15739142066842,137,3.708249,1.842464,nmf_kullback
carbon neutrality,14.804553574260723,137,1.9848956,2.7916927,nmf_kullback
datum available,9.709475628636552,3,2.9108987,-0.41135064,blend_model
information available,4.81937483169256,3,2.6728444,-0.29667532,blend_model
data collect,2.212386311862742,3,2.615634,-1.2316215,blend_model
data available,2.057264351923423,3,2.7717738,-0.33286938,blend_model
datum collect,2.027122566881412,3,2.8897338,-1.1879416,blend_model
data track,2.0,3,2.4080667,-0.7600984,blend_model
collect datum,1.8758061818737433,3,2.8484738,-1.2539065,blend_model
available datum,1.787415926295119,3,2.8138878,-0.42880028,blend_model
datum provide,1.7430617631202443,3,3.1015308,-0.74042815,blend_model
water use,1.2718160037500534,3,1.959496,6.019125,blend_model
data currently,1.1379170010848536,3,1.1594405,-0.5588259,blend_model
datum answer,1.1350565021405168,3,2.4376323,-0.7374016,blend_model
datum answer question,1.1350565021405168,3,1.7289073,-0.7520062,blend_model
improved datum accuracy,1.108943029421208,3,1.4617623,-0.19321269,blend_model
improved datum,1.108943029421208,3,1.7275178,-0.1608039,blend_model
lead streetlight,9.008177794976369,16,1.4738088,1.9513823,blend_model
street light,6.4915437049820595,16,1.5740626,2.337027,blend_model
outdoor lighting,6.0953590284169445,16,2.2043467,1.5353715,blend_model
lead lighting,4.301998202770959,16,2.2698185,1.6714557,blend_model
light lead,3.901587930594507,16,1.6284318,1.4784094,blend_model
light project,3.165186441678417,16,0.67629325,2.4978755,blend_model
lead light,2.5159519699527446,16,1.6828367,1.3030691,blend_model
traffic light,2.490734601221793,16,1.6579869,1.1557816,blend_model
reduce energy,2.302207168034925,16,2.37581,-5.7217774,blend_model
light led,2.270148186167393,16,1.6714743,1.3533916,blend_model
lead bulb,2.160765994718692,16,0.70403916,0.89338034,blend_model
energy saving,2.126291206809501,16,0.8513771,-5.1577578,blend_model
energy efficiency,2.1195607884433425,16,0.45866808,-5.6761403,blend_model
street lighting,1.9913280060634235,16,2.0150928,2.2708757,blend_model
lead conversion,1.9605406427292176,16,1.1118116,0.7093155,blend_model
square mile,8.46539170058613,17,-1.1580179,-0.8488521,blend_model
county seat,3.278710461784234,17,-0.91782135,-0.13790448,blend_model
locate mile,2.2658669809146974,17,-1.4211394,-0.98700815,blend_model
large population,1.8226458576189308,17,-3.3552713,-1.3739396,blend_model
estimate population,1.8176603809180674,17,-3.1792223,-1.3100921,blend_model
area square,1.76901260762441,17,-1.3149068,-0.5992057,blend_model
area square mile,1.6759237163964638,17,-1.1527178,-0.5512124,blend_model
population approximately,1.604719226613106,17,-2.696666,-1.1959175,blend_model
mile north,1.4211909361012547,17,-1.0979645,-0.75671685,blend_model
locate east,1.36374770294108,17,-1.4643295,-0.78729236,blend_model
second large,1.3314693793897208,17,-0.39077353,-0.32054102,blend_model
total population,1.2229605741402747,17,-3.2619808,-1.3590912,blend_model
mile locate,1.2212015716962903,17,-1.3590304,-0.96416706,blend_model
approximately square,1.1852722864525047,17,-1.1612121,-0.6750358,blend_model
fifth large,1.1478758558129132,17,-0.4808664,-0.25511765,blend_model
management plan,23.834595872968897,18,-4.728678,3.5591815,blend_model
open space,1.3128519199933253,18,-2.059487,0.5308145,blend_model
asset management,1.0,18,-4.6133437,4.106157,blend_model
urban forestry management,0.9544375122581752,18,-5.3230762,3.5565503,blend_model
defensible space,0.9513009257611943,18,-1.9386449,0.6702356,blend_model
forestry management plan,0.9309871488653262,18,-3.9954345,2.8730443,blend_model
forestry management,0.9309871488653262,18,-4.335259,3.6413045,blend_model
urban forestry,0.8980743888087864,18,-1.9406786,1.4413222,blend_model
resource conservation management,0.8937028910601748,18,-3.8839083,3.2485926,blend_model
land management,0.8907821443190129,18,-4.6635785,4.068315,blend_model
conservation management,0.8717447667288966,18,-4.0453396,3.6277158,blend_model
carbon sequestration,0.8348086309609476,18,-0.32151306,0.38649318,blend_model
pest management,0.8268384369146794,18,-4.546308,4.0814805,blend_model
debris management plan,0.8104055560602577,18,-4.024313,3.0992827,blend_model
water customer,0.7911467977900257,18,1.8598869,5.866925,blend_model
action plan,63.36531568352178,28,-5.6829796,1.6127466,blend_model
climate action,37.27572983975589,28,-6.381013,0.6532729,blend_model
climate action plan,30.927976921684497,28,-6.0603776,0.8476231,blend_model
mitigation plan,22.77040874129266,28,-4.7288356,1.4449244,blend_model
hazard mitigation,19.485750739947377,28,-4.38714,1.2133234,blend_model
hazard mitigation plan,17.957023115514207,28,-4.354263,1.4341288,blend_model
local hazard,6.46089663535916,28,-3.7225187,1.0212568,blend_model
local hazard mitigation,6.37360575284354,28,-4.045306,1.1802663,blend_model
multi hazard,6.172559217853046,28,-3.7935503,1.267953,blend_model
climate change,6.133969361740866,28,-6.934194,0.48130155,blend_model
climate action adaptation,5.748730854124904,28,-5.7772207,0.7999152,blend_model
action adaptation,5.708528929618321,28,-5.4065742,1.0107307,blend_model
multi hazard mitigation,5.521699004835164,28,-4.1183968,1.2728235,blend_model
action adaptation plan,5.0464623919074665,28,-5.277907,1.2706786,blend_model
comprehensive plan,4.898705969695339,28,-4.735763,2.2712414,blend_model
tree canopy,27.500701282571843,34,-1.0734292,2.0330307,blend_model
tree planting,5.793046340627505,34,-0.8362296,2.1644588,blend_model
urban tree,5.355987224944301,34,-1.3980849,1.9517099,blend_model
increase tree,4.83630524557399,34,-0.4306291,3.0403206,blend_model
urban tree canopy,4.599343706097394,34,-1.3706193,1.7605238,blend_model
increase tree canopy,4.488047726838508,34,-0.5802791,2.8080704,blend_model
canopy coverage,3.3620870589437866,34,-0.8605591,1.0761529,blend_model
tree canopy coverage,3.209142532385004,34,-0.9451907,1.3402729,blend_model
tree canopy assessment,2.2894501825556706,34,-2.3830059,1.8634,blend_model
canopy assessment,2.2894501825556706,34,-2.6337624,1.896902,blend_model
tree canopy target,2.0757718387925346,34,-0.900621,1.4314148,blend_model
canopy target,2.0757718387925346,34,-0.7499624,1.2350111,blend_model
tree canopy cover,1.9992616829386611,34,-1.1396995,1.4703696,blend_model
canopy cover,1.906439907810045,34,-1.1080455,1.1474231,blend_model
tree plant,1.475955535836262,34,-0.8525043,2.2103438,blend_model
solid waste,23.87804335139506,35,2.3600476,-2.6453419,blend_model
waste management,5.906879176471643,35,-4.73378,4.218696,blend_model
waste collection,4.77618428498808,35,2.4731226,-2.5706975,blend_model
waste diversion,4.355886757156292,35,2.4900036,-2.7769418,blend_model
waste generation,3.205603211062225,35,1.6352458,-3.1618853,blend_model
waste disposal,3.116613353419391,35,2.3368366,-2.5267167,blend_model
solid waste management,2.5945797108760855,35,-4.1621356,3.6519344,blend_model
yard waste,2.4580552375316476,35,2.4536107,-2.6232734,blend_model
municipal solid,2.4094398118037175,35,1.2268459,-1.3460034,blend_model
municipal solid waste,2.4094398118037175,35,1.5246384,-1.7395159,blend_model
solid waste collection,2.2994802822586644,35,2.0853066,-2.250645,blend_model
solid waste generation,2.2669977927000087,35,1.4928292,-2.891467,blend_model
solid waste disposal,2.138645267157328,35,1.9056573,-2.1324992,blend_model
waste recycling,1.8717886028931658,35,2.8098798,-3.0649583,blend_model
waste management plan,1.7582106057529354,35,-4.3345103,3.1840527,blend_model
lead streetlight,9.624486523779114,37,1.4739906,1.9508716,blend_model
outdoor lighting,3.561348998466434,37,2.2041698,1.5354327,blend_model
streetlight conversion,1.5372977421521177,37,1.2687898,1.5791296,blend_model
lead streetlight project,0.9381717177157889,37,0.7291433,2.0133336,blend_model
streetlight project,0.909366607729901,37,0.8242034,2.404258,blend_model
lead streetlight conversion,0.8874209706200133,37,1.1242905,1.280323,blend_model
installation lead,0.7875046354159103,37,0.63052684,0.25607067,blend_model
replace streetlight,0.7342450026629075,37,1.5899456,2.1476417,blend_model
conversion lead,0.7158462022585129,37,1.0805676,0.75498813,blend_model
complete lead,0.7149349650840974,37,0.45260242,1.594918,blend_model
complete lead streetlight,0.7149349650840974,37,0.8390213,1.6145512,blend_model
streetlight outdoor,0.6517224417327143,37,1.5024655,2.03213,blend_model
reduce energy,0.5853562524530578,37,2.375623,-5.721674,blend_model
smart controller,0.5488139736037952,37,0.942852,0.59219223,blend_model
building invest,0.538318728936521,37,4.070885,2.4615517,blend_model
extreme heat,24.709460094347833,40,-0.6676383,4.5359435,blend_model
heat wave,7.756632269639468,40,-0.31035146,4.4328647,blend_model
heat day,6.830008188691207,40,-0.24423894,4.5570107,blend_model
extreme heat day,5.900079091508776,40,-0.6723719,4.254925,blend_model
heat event,5.5867082412624125,40,-0.61052644,4.771729,blend_model
extreme heat event,4.970052417975956,40,-0.8316233,4.344681,blend_model
health impact,4.275411666125233,40,-5.591868,-1.4068499,blend_model
increase severity,3.101527083845384,40,-0.65563047,3.4672334,blend_model
public health,3.014884637377739,40,-5.1460032,-1.0097934,blend_model
severity frequency,2.977306477452558,40,-1.1227953,3.945514,blend_model
increase severity frequency,2.9579123135895866,40,-0.79439014,3.6142578,blend_model
air conditioning,2.9106172216559987,40,-2.9908674,-0.21883269,blend_model
impact extreme,2.901994886054531,40,-1.058815,4.4855027,blend_model
vulnerable population,2.870671458443481,40,-3.7971797,-0.9732078,blend_model
impact extreme heat,2.5125635019026595,40,-0.94360405,4.293573,blend_model
residential commercial,15.724575470796998,41,-1.6490909,-3.593504,blend_model
commercial building,14.594705600246662,41,3.9708507,1.9476465,blend_model
green building,12.71527928890604,41,4.232576,2.6390393,blend_model
include commercial,9.405881977097769,41,-1.1744746,-3.5195463,blend_model
commercial industrial,7.729421848310906,41,-1.1233679,-3.5207098,blend_model
building facility,6.803209711498463,41,4.1008496,1.8420576,blend_model
include commercial building,6.668108578005749,41,3.6478765,1.7531562,blend_model
commercial building facility,5.5153360758890715,41,3.781038,1.7205982,blend_model
residential commercial industrial,5.192071137268871,41,-1.445921,-3.4383879,blend_model
infrastructure damage,4.391654351923096,41,-2.2342236,6.8220663,blend_model
building program,3.543386988733315,41,4.3632717,2.584641,blend_model
green building ordinance,3.2755904442531345,41,4.0473795,2.6369803,blend_model
building ordinance,3.1806121021502274,41,4.1948895,2.6325724,blend_model
public safety,2.938305321393357,41,-5.048976,-0.9034413,blend_model
residential commercial property,2.740379315545249,41,-1.679463,-3.3597908,blend_model
electric vehicle,29.08426813592203,42,0.24073835,-2.6282666,blend_model
charging station,14.23860154150654,42,-0.6274341,-2.1619596,blend_model
vehicle charge,10.31272093527131,42,0.19826846,-2.0040305,blend_model
charge infrastructure,9.306488039893962,42,-2.186975,6.7146153,blend_model
electric vehicle charge,9.25227075769923,42,0.22625439,-2.3357446,blend_model
mile travel,8.276206434566644,42,-0.15869258,-0.72457904,blend_model
vehicle mile,7.687294017584076,42,0.23512033,-1.7210462,blend_model
vehicle mile travel,7.548964725479243,42,0.27549523,-1.3448527,blend_model
fuel oil,7.532653747603181,42,0.72009784,-0.9966412,blend_model
charge station,6.737718905269871,42,-0.6870374,-2.2039146,blend_model
vehicle charge infrastructure,4.445671719075063,42,-1.9685086,6.447036,blend_model
vehicle charging,3.788910508076828,42,0.17322013,-2.0839114,blend_model
electric vehicle charging,3.568446142213169,42,0.21187286,-2.3319924,blend_model
vehicle charging station,3.482322799052218,42,-0.17207116,-1.9728867,blend_model
electric vehicle adoption,3.0991162423017515,42,0.24400695,-2.416893,blend_model
renewable energy,63.20998680386625,43,1.1901518,-4.847343,blend_model
energy efficiency,50.13855117820367,43,0.45879158,-5.6760836,blend_model
energy use,21.563747243213108,43,0.904105,-5.2436337,blend_model
clean energy,16.851170401900436,43,1.0336722,-4.9876666,blend_model
reduce energy,12.057189065389387,43,2.3757727,-5.721613,blend_model
stationary energy,11.487781852606874,43,0.6924995,-3.6392608,blend_model
community choice,9.994811167363462,43,-3.962287,-3.1690433,blend_model
orient development,8.57284405794487,43,-5.65501,3.6289496,blend_model
energy generation,8.50761814332718,43,0.9764047,-4.4233522,blend_model
energy program,7.932564200245677,43,-0.08403981,-5.4584513,blend_model
efficiency program,7.711437187017281,43,-0.28412503,-5.4739237,blend_model
reduce energy use,7.403698168200174,43,2.3127959,-5.547535,blend_model
increase energy,6.943125467500815,43,2.0765598,-4.843256,blend_model
build energy,6.8979674408951315,43,0.93445885,-5.101484,blend_model
energy efficiency program,6.556252922627871,43,0.013779628,-5.413551,blend_model
greenhouse gas,38.676307120583786,46,0.1321805,0.6178829,blend_model
ghg emission,32.99553288436191,46,5.3519306,-0.10947687,blend_model
emission inventory,31.505090229005432,46,5.0542197,-0.8996973,blend_model
emission reduction,30.146496475745852,46,5.279614,0.12717181,blend_model
ghg inventory,29.489291820034364,46,4.62025,-1.3909864,blend_model
gas emission,28.093480833301243,46,5.353503,-0.1092873,blend_model
greenhouse gas emission,24.89890818756198,46,4.4776783,0.08825061,blend_model
emission factor,23.495839764965563,46,5.2223034,-0.22210619,blend_model
gas inventory,22.009151776438518,46,4.580512,-1.3817854,blend_model
inventory report,18.27683562198674,46,4.5044284,-1.4094,blend_model
community protocol,17.94733219256131,46,-3.8355262,-3.362199,blend_model
scope emission,15.601941462307142,46,5.3047347,-0.16550411,blend_model
carbon neutrality,14.711204622391385,46,-0.23849289,0.5894904,blend_model
community inventory,12.895795233596496,46,-3.7096248,-3.802733,blend_model
consumption base,11.89711941269014,46,1.7256927,-1.1635764,blend_model
management plan,32.898781686074024,47,-4.726089,3.5587866,blend_model
master plan,23.457662546443167,47,-4.840969,2.3823428,blend_model
green infrastructure,23.339894336448985,47,-2.2770717,6.702069,blend_model
land use,17.344747152440117,47,-2.5198867,1.1845206,blend_model
stormwater management,15.59601332648938,47,-3.9560654,4.880429,blend_model
comprehensive plan,14.229843201276912,47,-4.7369127,2.2689703,blend_model
stormwater infrastructure,11.710351179928649,47,-2.6072643,6.358697,blend_model
infrastructure project,10.456942339017694,47,-2.253211,6.5829954,blend_model
infrastructure improvement,9.292117554114684,47,-2.4111784,6.445302,blend_model
infrastructure plan,6.845895629772886,47,-2.295071,6.7364388,blend_model
stormwater master,4.3820327128548655,47,-3.1519227,5.110737,blend_model
stormwater master plan,4.3820327128548655,47,-3.2224624,4.7896924,blend_model
green infrastructure project,4.367613949816347,47,-2.1905606,6.2739463,blend_model
stormwater management plan,3.6119434229031318,47,-3.6664042,4.5047345,blend_model
water quality,3.517988899153846,47,2.7314234,5.1116977,blend_model
low income,25.09511439944377,48,-2.5007098,-2.2281086,blend_model
open space,20.064007637520344,48,-2.059429,0.53085864,blend_model
farmer market,17.004255299244385,48,-2.3518918,-0.24640927,blend_model
fruit vegetable,8.38913463092749,48,-2.0457587,-0.032196514,blend_model
defensible space,5.722965748154743,48,-1.9386446,0.6702355,blend_model
income resident,5.255137299414377,48,-2.4591215,-2.8212354,blend_model
income household,4.964448148501314,48,-2.2984612,-2.0723135,blend_model
low income household,4.631112649438957,48,-2.1790478,-1.8764075,blend_model
low income resident,4.549449685798831,48,-2.401569,-2.640274,blend_model
income population,3.9958230219355206,48,-3.4047995,-1.4767764,blend_model
community garden,3.9415674733560286,48,-4.030676,-3.0877156,blend_model
income community,3.885177187324537,48,-3.9234703,-2.951162,blend_model
low income population,3.870563721810931,48,-3.183323,-1.414171,blend_model
low income community,3.8612384317241646,48,-3.7575958,-2.806173,blend_model
fresh fruit vegetable,3.059739630038783,48,-1.9496336,0.002948548,blend_model
water supply,41.13627752487788,49,1.9422433,5.9222374,blend_model
water conservation,26.099832336101155,49,4.4566154,-3.2407973,blend_model
water use,20.973038046268424,49,1.959559,6.0191007,blend_model
air quality,20.46092958876356,49,2.901268,4.465939,blend_model
storm water,16.57941287082625,49,0.7833342,6.262988,blend_model
treatment plant,14.793388212839105,49,1.1754277,4.0020556,blend_model
wastewater treatment,11.563283979614859,49,1.3569363,4.375935,blend_model
water treatment,11.256592940139308,49,1.4403596,4.936133,blend_model
conservation plan,10.895020011647643,49,4.2266793,-3.2179675,blend_model
water treatment plant,7.5608596588696155,49,1.2880644,4.441575,blend_model
water management,7.1515006669257914,49,-4.481464,4.7719607,blend_model
reduce water,6.707137524707529,49,2.411868,6.622307,blend_model
water quality,6.5056410710506745,49,2.7314916,5.1116056,blend_model
wastewater treatment plant,6.496012057781376,49,1.2611351,4.1561112,blend_model
water conservation plan,5.775785444089293,49,4.272051,-3.1450727,blend_model
sea level,38.61870745100676,50,-2.1413872,2.9127634,blend_model
level rise,37.695289226023,50,-2.1907885,2.8866796,blend_model
sea level rise,35.58108324528595,50,-2.120461,2.6909094,blend_model
storm surge,7.771929673764378,50,-2.170119,4.1337047,blend_model
climate change,4.0762609967067345,50,-6.93415,0.4812972,blend_model
flood sea,3.8005146259953024,50,-2.4405408,4.108996,blend_model
flood sea level,3.8005146259953024,50,-2.2748601,3.4096167,blend_model
coastal flooding,3.6056210743152084,50,-2.3809533,4.13444,blend_model
rise projection,3.1724109304977337,50,-3.2341347,2.128978,blend_model
level rise projection,3.1724109304977337,50,-3.0228293,2.2200174,blend_model
rise vulnerability,3.0912770965035823,50,-4.2632804,0.015038628,blend_model
